study	Last modified	version	file	link	comment
phs001611	2019-06-21	1	phs001611.v1.pht009160.v1.p1.Organoid_Profiling_PC_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001611/phs001611.v1.p1/pheno_variable_summaries/phs001611.v1.pht009160.v1.p1.Organoid_Profiling_PC_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject IDs, sex, age, and race.
phs000416	2019-06-27	2	phs000416.v2.pht002746.v2.p1.GOCHA_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000416/phs000416.v2.p1/pheno_variable_summaries/phs000416.v2.pht002746.v2.p1.GOCHA_Sample.var_report.xml	This subject sample mapping data table includes a mapping of study subject IDs to sample IDs and sample aliases. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs.
phs000416	2019-06-27	2	phs000416.v2.pht002745.v2.p1.GOCHA_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000416/phs000416.v2.p1/pheno_variable_summaries/phs000416.v2.pht002745.v2.p1.GOCHA_Subject.var_report.xml	The subject consent data table includes subject IDs, consent group information, and subject aliases.
phs000416	2019-06-27	2	phs000416.v2.pht002747.v2.p1.GOCHA_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000416/phs000416.v2.p1/pheno_variable_summaries/phs000416.v2.pht002747.v2.p1.GOCHA_Subject_Phenotypes.var_report.xml	The subject phenotype data table includes demographic information (n=8 variables; country and year of birth, age, sex, race, ethnicity, cohort, and consenting institute), ICH (n=5 variables; case control status for ICH, location, year, number of hemorrhages, and baseline volume), medical history (n=3 variables; hypertension, diabetes, and hyperlipidemia), lab measurements of coagulation (n=3 variables; PT, INR, and platelets), medication use and dose (n=17 variables; warfarin, heparin, other anticoagulant, aspirin, streptokinase, clopidogrel, ticlodipine, prasugrel, and other antiplatelet), and smoking status.
phs000416	2019-06-27	2	phs000416.v2.pht008143.v1.p1.GOCHA_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000416/phs000416.v2.p1/pheno_variable_summaries/phs000416.v2.pht008143.v1.p1.GOCHA_Sample_Attributes.var_report.xml	This sample attributes data table includes body site where sample was collected, analyte type, and tumor status.
phs001804	2019-06-28	1	phs001804.v1.pht008964.v1.p1.GEODB_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001804/phs001804.v1.p1/pheno_variable_summaries/phs001804.v1.pht008964.v1.p1.GEODB_Sample.var_report.xml	This subject sample mapping data table includes a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs.
phs001804	2019-06-28	1	phs001804.v1.pht008962.v1.p1.GEODB_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001804/phs001804.v1.p1/pheno_variable_summaries/phs001804.v1.pht008962.v1.p1.GEODB_Subject.var_report.xml	The subject consent data table contains subject IDs, consent group information, the source repository where subjects originate, subject aliases, and heroin use status.
phs001804	2019-06-28	1	phs001804.v1.pht008963.v1.p1.GEODB_Pedigree.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001804/phs001804.v1.p1/pheno_variable_summaries/phs001804.v1.pht008963.v1.p1.GEODB_Pedigree.var_report.xml	The pedigree data table contains family relationships in the format of family IDs, subject IDs, father IDs, mother IDs, and subject&#39;s sex.
phs001795	2019-06-28	1	phs001795.v1.pht008950.v1.p1.CM1_Pedigree.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001795/phs001795.v1.p1/pheno_variable_summaries/phs001795.v1.pht008950.v1.p1.CM1_Pedigree.var_report.xml	This pedigree data table contains family relationships in the format of family IDs, subject IDs, father IDs, mother IDs, and subject&#39;s sex.
phs001795	2019-06-28	1	phs001795.v1.pht008951.v1.p1.CM1_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001795/phs001795.v1.p1/pheno_variable_summaries/phs001795.v1.pht008951.v1.p1.CM1_Sample.var_report.xml	This subject sample mapping data table includes a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs.
phs001795	2019-06-28	1	phs001795.v1.pht008953.v1.p1.CM1_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001795/phs001795.v1.p1/pheno_variable_summaries/phs001795.v1.pht008953.v1.p1.CM1_Sample_Attributes.var_report.xml	This sample attributes table includes the body site where sample was collected, analyte type, and the sequencing center that conducted sequencing.
phs001824	2019-06-28	1	phs001824.v1.pht009113.v1.p1.pDC_HNSCC_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001824/phs001824.v1.p1/pheno_variable_summaries/phs001824.v1.pht009113.v1.p1.pDC_HNSCC_Sample.var_report.xml	This subject sample mapping data table includes a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs.
phs001824	2019-06-28	1	phs001824.v1.pht009112.v1.p1.pDC_HNSCC_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001824/phs001824.v1.p1/pheno_variable_summaries/phs001824.v1.pht009112.v1.p1.pDC_HNSCC_Subject.var_report.xml	This subject consent data table contains subject IDs and consent group information.
phs001824	2019-06-28	1	phs001824.v1.pht009115.v1.p1.pDC_HNSCC_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001824/phs001824.v1.p1/pheno_variable_summaries/phs001824.v1.pht009115.v1.p1.pDC_HNSCC_Sample_Attributes.var_report.xml	This sample attributes data table includes sample tissue type, human papillomavirus (HPV) status, tumor microenvironment, OX40 expression status, and analyte type.
phs001824	2019-06-28	1	phs001824.v1.pht009114.v1.p1.pDC_HNSCC_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001824/phs001824.v1.p1/pheno_variable_summaries/phs001824.v1.pht009114.v1.p1.pDC_HNSCC_Subject_Phenotypes.var_report.xml	This subject phenotypes data table includes subject age, self-reported gender, and self-reported race.
phs001795	2019-06-28	1	phs001795.v1.pht008949.v1.p1.CM1_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001795/phs001795.v1.p1/pheno_variable_summaries/phs001795.v1.pht008949.v1.p1.CM1_Subject.var_report.xml	This subject consent data table contains subject IDs and consent group information.
phs001795	2019-06-28	1	phs001795.v1.pht008952.v1.p1.CM1_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001795/phs001795.v1.p1/pheno_variable_summaries/phs001795.v1.pht008952.v1.p1.CM1_Subject_Phenotypes.var_report.xml	This subject phenotypes data table includes subject&#39;s affected/unaffected status for Chiari I Malformation and for small posterior fossa volume phenotype, as well as self-reported sex and race.
phs001804	2019-06-28	1	phs001804.v1.pht008966.v1.p1.GEODB_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001804/phs001804.v1.p1/pheno_variable_summaries/phs001804.v1.pht008966.v1.p1.GEODB_Sample_Attributes.var_report.xml	This sample attributes table includes the body site where samples were collected and the analyte type.
phs001804	2019-06-28	1	phs001804.v1.pht008965.v1.p1.GEODB_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001804/phs001804.v1.p1/pheno_variable_summaries/phs001804.v1.pht008965.v1.p1.GEODB_Subject_Phenotypes.var_report.xml	This subject phenotypes data table includes gender, ancestry, education level, age, height, weight, lowest weight since age 18,  employment, housing status, number of children, HIV status, drug use status and history (includes alcohol, methadone, morphine, other opiates, cannabis, stimulants, sedatives, cocaine, hallucinogens, inhalants, nicotine, other drugs, and multiple variables relating to heroin use, overdose, treatment, and therapy), mental health, hepatitis status (n=5 variables), hospitalization history and drugs prescribed in hospital, criminal history, and well being and living situation as a child.
phs001259	2019-07-02	1	phs001259.v1.pht006090.v1.p1.VIRGO_AMI_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001259/phs001259.v1.p1/pheno_variable_summaries/phs001259.v1.pht006090.v1.p1.VIRGO_AMI_Sample_Attributes.var_report.xml	This sample attributes table contains sample IDs, analyte type, body site, and name of the center which conducted sequencing.
phs001259	2019-07-02	1	phs001259.v1.pht006089.v1.p1.VIRGO_AMI_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001259/phs001259.v1.p1/pheno_variable_summaries/phs001259.v1.pht006089.v1.p1.VIRGO_AMI_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject IDs, sex, case control status of the subject for myocardial infarction, race, and ethnicity.
phs001259	2019-07-02	1	phs001259.v1.pht006088.v1.p1.VIRGO_AMI_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001259/phs001259.v1.p1/pheno_variable_summaries/phs001259.v1.pht006088.v1.p1.VIRGO_AMI_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample use.
phs001259	2019-07-02	1	phs001259.v1.pht006087.v1.p1.VIRGO_AMI_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001259/phs001259.v1.p1/pheno_variable_summaries/phs001259.v1.pht006087.v1.p1.VIRGO_AMI_Subject.var_report.xml	The subject consent file includes subject IDs and consent information.
phs001747	2019-07-03	1	phs001747.v1.pht008644.v1.p1.CAREGIVER_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001747/phs001747.v1.p1/pheno_variable_summaries/phs001747.v1.pht008644.v1.p1.CAREGIVER_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject IDs, race, age, gender, smoking (n=3 variables; history, pack years, and current status), systolic and distolic blood pressures, cholesterol, triglycerides, BMI, high and low density lipoproteins, diabetes diagnosis, fasting glucose, fasting insulin, HbA1c, waist circumference, CES depression, hip circumference, combined depression, caregiver status, and singh stress. 
phs001747	2019-07-03	1	phs001747.v1.pht008642.v1.p1.CAREGIVER_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001747/phs001747.v1.p1/pheno_variable_summaries/phs001747.v1.pht008642.v1.p1.CAREGIVER_Subject.var_report.xml	The subject consent file includes subject IDs, caregiver status, and consent information.
phs001747	2019-07-03	1	phs001747.v1.pht008645.v1.p1.CAREGIVER_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001747/phs001747.v1.p1/pheno_variable_summaries/phs001747.v1.pht008645.v1.p1.CAREGIVER_Sample_Attributes.var_report.xml	This sample attributes table contains subject IDs, sample IDs, chip ID, methylation set, chip type, sentrix position, plate, sample day, body site, analyte type, tumor status, and histological type.
phs001747	2019-07-03	1	phs001747.v1.pht008643.v1.p1.CAREGIVER_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001747/phs001747.v1.p1/pheno_variable_summaries/phs001747.v1.pht008643.v1.p1.CAREGIVER_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. 
phs000507	2019-07-09	2	phs000507.v2.pht008526.v1.p2.BEN_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000507/phs000507.v2.p2/pheno_variable_summaries/phs000507.v2.pht008526.v1.p2.BEN_Sample_Attributes.var_report.xml	Sample ID, analyte type, body site where sample was obtained, and tumor status of sample of participants with or without benign neutropenia and involved in the &quot;NHLBI and NIDDK Sponsored GWAS in Benign Ethnic Neutropenia/Leukopenia (BEN) in African-Americans (Age &gt;45 yrs Old) from the REGARDS&quot; project.
phs000507	2019-07-09	2	phs000507.v2.pht002929.v2.p2.BEN_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000507/phs000507.v2.p2/pheno_variable_summaries/phs000507.v2.pht002929.v2.p2.BEN_Subject_Phenotypes.var_report.xml	Subject ID, age, gender, if participant consent to private research, State in the US where the participant resides, participant history of stroke, participant history of transient ischemic attack, cholesterol, triglycerides, C-reactive protein, blood cell count, and smoking of participants with or without benign neutropenia and involved in the &quot;NHLBI and NIDDK Sponsored GWAS in Benign Ethnic Neutropenia/Leukopenia (BEN) in African-Americans (Age &gt;45 yrs Old) from the REGARDS&quot; project.
phs000507	2019-07-09	2	phs000507.v2.pht002928.v2.p2.BEN_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000507/phs000507.v2.p2/pheno_variable_summaries/phs000507.v2.pht002928.v2.p2.BEN_Sample.var_report.xml	Sample ID, subject ID, sample source, sample source ID, and sample use variables obtained from participants with or without benign neutropenia and involved in the &quot;NHLBI and NIDDK Sponsored GWAS in Benign Ethnic Neutropenia/Leukopenia (BEN) in African-Americans (Age &gt;45 yrs Old) from the REGARDS&quot; project.
phs000507	2019-07-09	2	phs000507.v2.pht002927.v2.p2.BEN_Pedigree.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000507/phs000507.v2.p2/pheno_variable_summaries/phs000507.v2.pht002927.v2.p2.BEN_Pedigree.var_report.xml	Subject ID, family ID, mother ID, father ID, and sex of participants with or without benign neutropenia and involved in the &quot;NHLBI and NIDDK Sponsored GWAS in Benign Ethnic Neutropenia/Leukopenia (BEN) in African-Americans (Age &gt;45 yrs old) from the REGARDS&quot; project.
phs000507	2019-07-09	2	phs000507.v2.pht002926.v2.p2.BEN_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000507/phs000507.v2.p2/pheno_variable_summaries/phs000507.v2.pht002926.v2.p2.BEN_Subject.var_report.xml	Subject ID, consent group, subject source, and subject source ID of participants with or without benign neutropenia and involved in the &quot;NHLBI and NIDDK Sponsored GWAS in Benign Ethnic Neutropenia/Leukopenia (BEN) in African-Americans (Age &gt;45 yrs Old) from the REGARDS&quot; project.
phs000740	2019-07-10	1	phs000740.v1.pht003817.v1.p1.Waldenstroms_Macroglobulinemia_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000740/phs000740.v1.p1/pheno_variable_summaries/phs000740.v1.pht003817.v1.p1.Waldenstroms_Macroglobulinemia_Subject_Phenotypes.var_report.xml	Sample ID, body site where sample was obtained, analyte type, tumor status of sample, histological type of sample, and sequencing center variable associated with participants with or without Waldesntrom macroglobulinemia and involved in the &quot;Whole Genome Sequencing of Waldenstrom&#39;s Macroblulinemia&quot;.
phs000740	2019-07-10	1	phs000740.v1.pht003816.v1.p1.Waldenstroms_Macroglobulinemia_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000740/phs000740.v1.p1/pheno_variable_summaries/phs000740.v1.pht003816.v1.p1.Waldenstroms_Macroglobulinemia_Sample.var_report.xml	Subject ID, sample ID, sample source, sample source ID, and sample use variable associated with participants with or without Waldesntrom macroglobulinemia and involved in the &quot;Whole Genome Sequencing of Waldenstrom&#39;s Macroblulinemia&quot;.
