male	max_count	median	date	n	mean	min_count	filename	nulls	mean_count	sd	female	min	other	median_count	max	study accession	primary phenotype
			07/21/2010				./data/phs000239.v2.pht001219.v1.p1.MS_MZTwins_Subject.var_report_2010_07_21.xml									phs000239.v2.p1	Multiple Sclerosis
			2021/06/08				./data/phs001218.v3.pht005960.v1.p1.TOPMed_WGS_GeneSTAR_Sample_Attributes.var_report.xml									phs001218.v3.p1	Platelet Aggregation
			2018/02/08				./data/phs001488.v1.pht007403.v1.p1.labdose.var_report.xml									phs001488.v1.p1	Huntington Disease
2.0	2.0		2021/03/17	3.0		1.0	./data/phs002364.v1.pht011040.v1.p1.HIV_cART_Subject.var_report.xml	0.0	1.5	0.7071	1.0			1.5		phs002364.v1.p1	HIV
			11/25/2013				./data/phs000661.v1.pht003539.v1.p1.Aggressive_Prostate_Carcinoma_Sample.var_report.xml									phs000661.v1.p1	Neoplasms
			2020/06/18				./data/phs000280.v7.pht006486.v1.p1.UC7155LITE.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
72.0	101.0		02/25/2016	173.0		72.0	./data/phs001014.v1.pht005114.v1.p1.IRAS_Classic_Subject_Phenotypes.var_report.xml	0.0	86.5	20.51	101.0			86.5		phs001014.v1.p1	Insulin Resistance
			2020/12/21				./data/phs000007.v32.pht000903.v4.p13.ctaopulm1_2005s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
	56.0		2019/12/19	56.0		56.0	./data/phs001937.v1.pht009710.v1.p1.PEPP3_Subject_Phenotypes.var_report.xml	0.0	56.0	1.414	56.0			56.0		phs001937.v1.p1	Pre-Eclampsia
			2019/10/08				./data/phs000224.v3.pht002180.v3.p2.VitGene_Vitiligo_Subject.var_report.xml									phs000224.v3.p2	Vitiligo
			2020/01/23				./data/phs000287.v7.pht005388.v1.p1.nsrr_chs_id_link2.var_report.xml									phs000287.v7.p1	Cardiovascular Diseases
			2020/12/21				./data/phs000007.v32.pht001043.v7.p13.il63_1s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2019/06/07				./data/phs001340.v1.pht009157.v1.p1.RA_Sample_Attributes.var_report.xml									phs001340.v1.p1	Arthritis, Rheumatoid
	16.0		2021/05/21	16.0		16.0	./data/phs002411.v1.pht011239.v1.p1.BRCA1_BRCA2_Subject.var_report.xml	0.0	16.0		16.0			16.0		phs002411.v1.p1	Breast
			2020/12/21				./data/phs000007.v32.pht002429.v1.p13.t_pwaved_1975_m_0644s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			06/21/2016				./data/phs001151.v1.pht005541.v1.p1.Retina_RPE_Choroid_Sample_Attributes.var_report.xml									phs001151.v1.p1	
			2021/08/03				./data/phs001591.v1.pht009695.v1.p1.CIDR_COHRA_Sample_Attributes.var_report.xml									phs001591.v1.p1	Dental Caries
			10/27/2014				./data/phs000628.v1.pht003505.v1.p1.Metastatic_Cervical_Carcinoma_Sample.var_report.xml									phs000628.v1.p1	Uterine Cervical Neoplasms
			06/05/2017				./data/phs001265.v1.pht006341.v1.p1.OncoArray_DRIVE_Sample_Attributes.var_report.xml									phs001265.v1.p1	Breast Neoplasms
			2020/01/23				./data/phs000287.v7.pht001478.v1.p1.YR13ANNUAL.var_report.xml									phs000287.v7.p1	Cardiovascular Diseases
			08/26/2015				./data/phs000948.v1.pht004851.v1.p1.eMERGE_PhaseII_Sample_Attributes.var_report.xml									phs000948.v1.p1	
			11/18/2014				./data/phs000825.v1.pht004350.v1.p1.HUES64_HUES63_Sequencing_Subject.var_report.xml									phs000825.v1.p1	Growth and Development
			10/18/2016				./data/phs000669.v1.pht003731.v1.p1.AMBER_Sample.var_report.xml									phs000669.v1.p1	Breast Neoplasms
			2020/12/21				./data/phs000007.v32.pht000688.v8.p13.insulin3_1s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2019/01/04				./data/phs000755.v2.pht004993.v1.p1.BrainSpan_Atlas_Project_Subject_Phenotypes.var_report.xml									phs000755.v2.p1	Brain Diseases
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000477.v2.p3.simphen078.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			09/29/2014				./data/phs000797.v1.pht004270.v1.p1.CTLA4_Haploinsufficiency_Sample_Attributes.var_report.xml									phs000797.v1.p1	Autoimmune enteropathy
7.0	7.0		2018/06/26	2.0		4.0	./data/phs001526.v1.pht007613.v1.p1.DIPG_Subject_Phenotypes.var_report.xml	0.0	5.5	2.121	5.0			5.5		phs001526.v1.p1	Glioma
			2020/09/29				./data/phs002225.v1.pht010485.v1.p1.HTAN_MCL_PCAPP_Breast_CA_Sample_Attributes.var_report.xml									phs002225.v1.p1	Carcinoma, Intraductal, Noninfiltrating
			07/25/2014				./data/phs000622.v1.pht003956.v1.p1.FaceBase_Orofacial_Shape_Africans_Sample_Attributes.var_report.xml									phs000622.v1.p1	Congenital, Hereditary, and Neonatal Diseases and Abnormalities
11.0	11.0		08/08/2011	20.0		9.0	./data/phs000353.v1.pht002252.v1.p1.Preterm_Birth_AA_Subject_Phenotypes_111.var_report.xml	0.0	10.0	1.414	9.0			10.0		phs000353.v1.p1	Premature Birth
			2018/01/18				./data/phs000382.v3.pht002322.v3.p1.CIDR_Joubert_Syndrome_Sample.var_report.xml									phs000382.v3.p1	Joubert syndrome 1
			2020/12/21				./data/phs000007.v32.pht004807.v3.p13.l_pthvitd_ex09_1b_0382s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2019/03/08				./data/phs001759.v1.pht008710.v1.p1.SAH_Sample_Attributes.var_report.xml									phs001759.v1.p1	Circulating MicroRNA
			11/08/2013				./data/phs000200.v9.pht002754.v2.p3.f44_rel1.var_report.xml									phs000200.v9.p3	Women&#39;s Health
			2019/08/01				./data/phs001786.v1.pht008836.v1.p1.SU2C_GEMM_Subject.var_report.xml									phs001786.v1.p1	Melanoma
			2018/02/27				./data/phs001447.v1.pht007469.v1.p1.MCRPCS_Sample.var_report.xml									phs001447.v1.p1	Prostatic Neoplasms
			06/22/2016				./data/phs001146.v1.pht005544.v1.p1.Endometrial_Cells_eQTL_Sample.var_report.xml									phs001146.v1.p1	Fertility
			2019/05/31				./data/phs001296.v2.pht006357.v2.p1.eligibility.var_report.xml									phs001296.v2.p1	Urea Cycle Disorders, Inborn
			2020/06/18				./data/phs000280.v7.pht004181.v2.p1.RTASWM24.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
8.0			2017/12/08	107.0			./data/phs001279.v1.pht007218.v1.p1.relative_questionnaire.var_report.xml	107.0			16.0					phs001279.v1.p1	Bronchiectasis
			11/22/2013				./data/phs000251.v2.pht001263.v2.p2.HMP_Cutaneous_Psoriasis_Sample_Attributes.var_report.xml									phs000251.v2.p2	Psoriasis
			07/05/2017				./data/phs000595.v1.pht006633.v1.p1.eligibility.var_report.xml									phs000595.v1.p1	Primary ciliary dyskinesia
57.0			2021/01/12	47.0			./data/phs001697.v1.pht010578.v1.p1.EAGLE_Never_Smokers_Subject_Phenotypes.var_report.xml	0.0			97.0					phs001697.v1.p1	Lung Neoplasms
			2021/09/14				./data/phs002545.v1.pht011485.v1.p1.MSS_CRC_PDAC_Sample.var_report.xml									phs002545.v1.p1	Immunotherapy
346.0	346.0		2018/03/20	678.0		332.0	./data/phs001498.v1.pht007323.v1.p1.INSIGHT_Microbiome_Pedigree.var_report.xml	0.0	339.0	9.899	332.0			339.0		phs001498.v1.p1	Pediatric Obesity
			2019/05/07				./data/phs001524.v1.pht008555.v1.p1.PC_Rare_Variation_Subject.var_report.xml									phs001524.v1.p1	Prostatic Neoplasms
			2021/04/08				./data/phs002344.v1.pht011120.v1.p1.PAX3_FOXO1_RMS_Subject.var_report.xml									phs002344.v1.p1	Rhabdomyosarcoma
			2018/01/18				./data/phs000819.v1.pht004378.v1.p1.Normal_Human_Tissue_Sequencing_Subject.var_report.xml									phs000819.v1.p1	
			2019/03/11				./data/phs000286.v6.pht008754.v1.p2.incevtchd.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			2020/03/04				./data/phs001892.v1.pht009941.v1.p1.miRNA_Profiling_Sample.var_report.xml									phs001892.v1.p1	
			2019/06/28				./data/phs001851.v1.pht009224.v1.p1.LEAP_Sample_Attributes.var_report.xml									phs001851.v1.p1	Peanut Hypersensitivity
			12/11/2009				./data/phs000171.v1.pht000772.v1.p1.MS_DATA_MHQSELFDEM.var_report_2009_12_11.xml									phs000171.v1.p1	Multiple Sclerosis
			11/25/2013				./data/phs000682.v1.pht003598.v1.p1.Neuropsychiatric_Neurodevelopmental_Disorders_Sample_Attributes.var_report.xml									phs000682.v1.p1	Psychiatry and Psychology Category
			2018/06/14				./data/phs001238.v2.pht006028.v2.p1.GENOA_Subject.var_report.xml									phs001238.v2.p1	Hypertension
			2018/05/31				./data/phs001316.v1.pht008006.v1.p1.eligibility_form.var_report.xml									phs001316.v1.p1	Andersen Syndrome
			08/20/2013				./data/phs000285.v3.pht001556.v2.p2.A4ABTAPE.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			2019/12/19				./data/phs001937.v1.pht009711.v1.p1.PEPP3_Sample_Attributes.var_report.xml									phs001937.v1.p1	Pre-Eclampsia
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000494.v2.p3.simphen095.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			2018/02/08				./data/phs001488.v1.pht007425.v1.p1.uhdr1.var_report.xml									phs001488.v1.p1	Huntington Disease
			2018/07/23				./data/phs001627.v1.pht008188.v1.p1.AML_scDNA_Sample.var_report.xml									phs001627.v1.p1	Leukemia, Myeloid, Acute
			2020/09/18				./data/phs002015.v1.pht010365.v1.p1.AREDS2_ARR.var_report.xml									phs002015.v1.p1	Macular Degeneration
			2017/09/06				./data/phs000554.v1.pht003198.v1.p1.CRPC_Sample_Attributes.var_report.xml									phs000554.v1.p1	Prostatic Neoplasms
			05/24/2016				./data/phs001065.v1.pht005421.v1.p1.mhxhd.var_report.xml									phs001065.v1.p1	Huntington Disease
			2020/01/23				./data/phs000287.v7.pht001494.v1.p1.YR8.var_report.xml									phs000287.v7.p1	Cardiovascular Diseases
13.0			12/17/2012	26.0			./data/phs000567.v1.pht003080.v1.p1.Solitary_Fibrous_Tumor_Subject_Phenotypes.var_report.xml	0.0			13.0					phs000567.v1.p1	Solitary Fibrous Tumors
			11/25/2016				./data/phs000907.v1.pht004698.v1.p1.Lung_Cancer_Brain_Metastasis_Sample_Attributes.var_report.xml									phs000907.v1.p1	Squamous Cell Carcinoma
			2020/09/18				./data/phs002015.v1.pht010383.v1.p1.AREDS2_HAD.var_report.xml									phs002015.v1.p1	Macular Degeneration
	58.0		2021/06/02	58.0		58.0	./data/phs002419.v1.pht011262.v1.p1.BC_Subject.var_report.xml	0.0	58.0		58.0			58.0		phs002419.v1.p1	Breast Neoplasms
			2019/05/07				./data/phs001719.v1.pht008918.v1.p1.Prediabetes_Sample.var_report.xml									phs001719.v1.p1	Prediabetic State
			11/27/2009				./data/phs000016.v2.pht000053.v2.p2.SDQParent.var_report_2009_11_27.xml									phs000016.v2.p2	Attention Deficit Disorder with Hyperactivity
			08/20/2013				./data/phs000285.v3.pht001815.v2.p2.F1F09OVA.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			2017/12/07				./data/phs001312.v1.pht007199.v1.p1.POAAGG_Subject.var_report.xml									phs001312.v1.p1	Glaucoma, Open-Angle
			01/19/2010				./data/phs000219.v1.pht001070.v1.p1.d_csa05_trans.var_report_2010_01_19.xml									phs000219.v1.p1	Alzheimer Disease
			2019/08/01				./data/phs000222.v6.pht007354.v1.p2.ROIs_for_sMR_and_diffusion_scalars.var_report.xml									phs000222.v6.p2	Huntington Disease
			08/20/2013				./data/phs000285.v3.pht001572.v2.p2.A4F09TOB.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			11/16/2016				./data/phs000935.v1.pht004818.v1.p1.CSER_PediSeq_Subject_Phenotypes.var_report.xml									phs000935.v1.p1	Genetic Testing
			2017/10/19				./data/phs001288.v1.pht006779.v1.p1.physical_exam.var_report.xml									phs001288.v1.p1	alpha 1-Antitrypsin Deficiency
			2021/04/28				./data/phs002408.v1.pht011162.v1.p1.CTCF_11p15_Sample_Attributes.var_report.xml									phs002408.v1.p1	Beckwith-Wiedemann Syndrome
			09/10/2014				./data/phs000798.v1.pht004024.v1.p1.Genetic_Diagnostic_Testing_Subject.var_report.xml									phs000798.v1.p1	Genetic Testing
			08/05/2016				./data/phs000360.v3.pht003251.v2.p1.MergedSet_Subject.var_report.xml									phs000360.v3.p1	Electronic Health Records
			2018/06/01				./data/phs001538.v1.pht008097.v1.p1.Registry_Dx.var_report.xml									phs001538.v1.p1	Mitochondrial Diseases
			2020/06/18				./data/phs000280.v7.pht006413.v1.p1.AAT.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2019/03/28				./data/phs001680.v1.pht008916.v1.p1.T_Cell_States_Melanoma_Sample_Attributes.var_report.xml									phs001680.v1.p1	Immunotherapy
			2018/12/11				./data/phs001750.v1.pht008586.v1.p1.sc_Pulmonary_Fibrosis_Subject.var_report.xml									phs001750.v1.p1	Pulmonary Fibrosis
653.0			2021/07/15	1271.0			./data/phs001600.v2.pht011019.v2.p2.TOPMed_CCDG_CATHGEN_Subject.var_report.xml	0.0			618.0					phs001600.v2.p2	Atrial Fibrillation
			2020/01/23				./data/phs000287.v7.pht001480.v1.p1.YR14ANNUAL.var_report.xml									phs000287.v7.p1	Cardiovascular Diseases
238.0	238.0		2018/06/07	456.0		83.0	./data/phs001481.v1.pht008131.v1.p1.IBMFS_Subject_Phenotypes.var_report.xml	0.0	97.0	5.657	83.0			97.0		phs001481.v1.p1	Bone Marrow Failure Syndromes
			2018/05/03				./data/phs001264.v1.pht007899.v1.p1.CD47_Breast_Cancer_Subject.var_report.xml									phs001264.v1.p1	Breast Neoplasms
			06/23/2015				./data/phs000648.v1.pht004580.v1.p1.Pancreatic_Cancer_Sample_Attributes.var_report.xml									phs000648.v1.p1	Pancreatic Neoplasms
			04/16/2012				./data/phs000477.v1.pht002686.v1.p1.Familial_Renal_Disorders_Sample.var_report.xml									phs000477.v1.p1	Hypophosphatemia, Familial
			08/26/2013				./data/phs000362.v1.pht003227.v1.p1.ESP_FamilialAtrialFibrillation_Subject.var_report.xml									phs000362.v1.p1	Atrial Fibrillation
			01/19/2010				./data/phs000219.v1.pht001076.v1.p1.d_csa10.var_report_2010_01_19.xml									phs000219.v1.p1	Alzheimer Disease
			2020/06/18				./data/phs000280.v7.pht004236.v2.p1.VENB02.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2018/09/19				./data/phs000357.v2.pht002329.v2.p1.Systemic_Sclerosis_Subject.var_report.xml									phs000357.v2.p1	Systemic Sclerosis
6.0	6.0		2019/06/13	71.0		5.0	./data/phs001611.v1.pht009160.v1.p1.Organoid_Profiling_PC_Subject_Phenotypes.var_report.xml	0.0	5.5	20.26	5.0			5.5		phs001611.v1.p1	Neoplasms
			2019/02/22				./data/phs001739.v1.pht008795.v1.p1.sPTB_Subject_Phenotypes.var_report.xml									phs001739.v1.p1	Premature Birth
			2020/12/21				./data/phs000007.v32.pht000161.v8.p13.il61_7s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			07/18/2016				./data/phs001085.v1.pht005645.v1.p1.Melanesian_Individuals_Subject.var_report.xml									phs001085.v1.p1	
			11/05/2012				./data/phs000561.v1.pht003033.v1.p1.Hypobetalipoproteinemia_Subject.var_report.xml									phs000561.v1.p1	Hypobetalipoproteinemias
24.0	29.0		2021/04/19	53.0		24.0	./data/phs002394.v1.pht011133.v1.p1.PDAC_Subject_Phenotypes.var_report.xml	0.0	26.5	3.536	29.0			26.5		phs002394.v1.p1	pancreatic cancer
			04/15/2014				./data/phs000508.v2.pht002812.v1.p1.Pediatric_Rhabdoid_Cancers_Sample_Attributes.var_report.xml									phs000508.v2.p1	Rhabdoid Tumor
			2020/09/29				./data/phs002225.v1.pht010483.v1.p1.HTAN_MCL_PCAPP_Breast_CA_Sample.var_report.xml									phs002225.v1.p1	Carcinoma, Intraductal, Noninfiltrating
1.0	1.0		2019/05/24	1.0		1.0	./data/phs001830.v1.pht009118.v1.p1.FGFR2_CCA_Subject_Phenotypes.var_report.xml	0.0	1.0					1.0		phs001830.v1.p1	Cholangiocarcinoma
			2018/06/18				./data/phs001594.v1.pht008145.v1.p1.Mucosal_Melanomas_Sample.var_report.xml									phs001594.v1.p1	Melanoma
			01/19/2010				./data/phs000219.v1.pht001064.v1.p1.d_csa01.var_report_2010_01_19.xml									phs000219.v1.p1	Alzheimer Disease
			Wed Jan 21 13:20:50 2009				./data/phs000144.v1.pht000726.v1.p1.TSP_ClinPathQA_Data_TumorSamplePheno.var_report_2009_01_22.xml									phs000144.v1.p1	Neoplasms
			2018/08/03				./data/phs000590.v1.pht008265.v1.p1.angiogram_pulmonary.var_report.xml									phs000590.v1.p1	Polyarteritis Nodosa
			2020/01/31				./data/phs001940.v2.pht009696.v1.p1.Immune_Checkpoint_NSCLC_Subject.var_report.xml									phs001940.v2.p1	Carcinoma, Non-Small-Cell Lung
			06/12/2017				./data/phs001275.v1.pht006543.v1.p1.Cryptorchid_Testes_Sample_Attributes.var_report.xml									phs001275.v1.p1	Cryptorchidism
			08/09/2013				./data/phs000367.v1.pht003264.v1.p1.IBDGC_Familial_Crohns_Disease_Sample_Attributes.var_report.xml									phs000367.v1.p1	Crohn Disease
			11/08/2013				./data/phs000200.v9.pht002125.v3.p3.f60_nutr_rel1.var_report.xml									phs000200.v9.p3	Women&#39;s Health
			12/17/2013				./data/phs000662.v1.pht003559.v1.p1.NCS_AIM_Sample.var_report.xml									phs000662.v1.p1	Population Groups
			2019/01/29				./data/phs001765.v1.pht008663.v1.p1.Parathyroid_Cancer_Subject.var_report.xml									phs001765.v1.p1	Parathyroid Neoplasms
			09/11/2014				./data/phs000790.v1.pht004018.v1.p1.Colorectal_Cancer_Lesions_Sample.var_report.xml									phs000790.v1.p1	Colorectal Neoplasms
			11/04/2014				./data/phs000086.v3.pht000218.v1.p1.DCCT_f045cmb2.var_report.xml									phs000086.v3.p1	Insulin-Dependent Diabetes Mellitus
			06/12/2017				./data/phs000594.v1.pht006506.v1.p1.HLATyping.var_report.xml									phs000594.v1.p1	Leukemia, Large Granular Lymphocytic
	732.0		05/05/2015	732.0		732.0	./data/phs000517.v3.pht002915.v2.p1.Multiethnic_Cohort_Study_Subject_Phenotypes.var_report.xml	0.0	732.0		732.0			732.0		phs000517.v3.p1	Breast Neoplasms
			2019/08/01				./data/phs000222.v6.pht002877.v3.p2.Psychiatric_P.var_report.xml									phs000222.v6.p2	Huntington Disease
			03/22/2017				./data/phs001181.v1.pht005772.v1.p1.CLL_Multiple_Cell_Clones_Sample_Attributes.var_report.xml									phs001181.v1.p1	Leukemia, Lymphocytic, Chronic, B-Cell
			04/22/2014				./data/phs000740.v1.pht003818.v1.p1.Waldenstroms_Macroglobulinemia_Sample_Attributes.var_report.xml									phs000740.v1.p1	Waldenstrom Macroglobulinemia
			11/27/2013				./data/phs000504.v2.pht002823.v2.p2.Medulloblastoma_Sample_Attributes.var_report.xml									phs000504.v2.p2	Medulloblastoma
			2020/12/21				./data/phs000007.v32.pht010730.v1.p13.l_telomere_2005_m_1161s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2020/03/24				./data/phs001641.v1.pht010030.v1.p1.CompletedProcedures.var_report.xml									phs001641.v1.p1	Progressive Patient Care
			05/02/2017				./data/phs001358.v1.pht006337.v1.p1.RareBliss_Sample_Attributes.var_report.xml									phs001358.v1.p1	Bipolar Disorder
			01/02/2013				./data/phs000568.v1.pht003110.v1.p1.Solitary_Fibrous_Tumors_SIGMA_Subject.var_report.xml									phs000568.v1.p1	Sarcoma
			2017/11/13				./data/phs001013.v3.pht005310.v2.p2.HVH_Sample.var_report.xml									phs001013.v3.p2	Cardiovascular Disease
			2020/08/05				./data/phs002052.v1.pht010319.v1.p1.mtDNA_Deletion_POLG_Sample.var_report.xml									phs002052.v1.p1	Mitochondrial Diseases
			10/27/2014				./data/phs000727.v1.pht003865.v1.p1.Alzheimers_Parkinsons_Extracellular_miRNA_Sample_Attributes.var_report.xml									phs000727.v1.p1	Alzheimer Disease
			2020/09/18				./data/phs002015.v1.pht010397.v1.p1.AREDS2_VUF.var_report.xml									phs002015.v1.p1	Macular Degeneration
48.0			06/01/2017	91.0			./data/phs000701.v1.pht005517.v1.p1.InitialEvaluation.var_report.xml	0.0			43.0					phs000701.v1.p1	Angelman Syndrome
			2021/08/27				./data/phs000966.v2.pht011075.v1.p2.Essential_Tremor_Baylor_Subject_Phenotypes.var_report.xml									phs000966.v2.p2	Essential Tremor
			08/19/2016				./data/phs001192.v1.pht005691.v1.p1.Thoracic_PDX_Sample.var_report.xml									phs001192.v1.p1	Lung Neoplasms
			07/12/2017				./data/phs000592.v1.pht006598.v1.p1.registration.var_report.xml									phs000592.v1.p1	Anemia, Aplastic
			2021/10/06				./data/phs002276.v1.pht011555.v1.p1.GMKF_T_ALL_Sample.var_report.xml									phs002276.v1.p1	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
			2020/10/16				./data/phs002245.v1.pht010530.v1.p1.COVID19_Sample.var_report.xml									phs002245.v1.p1	COVID-19
546.0	651.0		08/09/2016	2226.0		526.0	./data/phs001097.v1.pht005616.v1.p1.T2D_GENES_Singapore_Asian_Subject_Phenotypes.var_report.xml	0.0	588.5	88.39	651.0			588.5		phs001097.v1.p1	Diabetes Mellitus, Type 2
			2018/08/02				./data/phs001487.v1.pht007139.v1.p1.CCDG_TAICHI_Sample_Attributes.var_report.xml									phs001487.v1.p1	
			11/08/2013				./data/phs000200.v9.pht001503.v2.p3.outc_bc_cad_rel1.var_report.xml									phs000200.v9.p3	Women&#39;s Health
			11/08/2012				./data/phs000540.v1.pht003047.v1.p1.Ehlers_Danlos_Syndrome_Type_VIII_Sample_Attributes.var_report.xml									phs000540.v1.p1	Ehlers-Danlos Syndrome
33.0	125.0		2020/12/15	158.0		33.0	./data/phs001404.v1.pht010788.v1.p1.GBC_Subject_Phenotypes.var_report.xml	0.0	79.0	65.05	125.0			79.0		phs001404.v1.p1	Gallbladder Cancer
			2017/10/02				./data/phs000962.v1.pht006966.v1.p1.CIDR_Brain_Growth_Children_Sample.var_report.xml									phs000962.v1.p1	Cerebral Cortex
			2018/05/31				./data/phs001318.v1.pht008028.v1.p1.eligibility.var_report.xml									phs001318.v1.p1	Myelodysplastic Syndromes
			05/08/2017				./data/phs000871.v1.pht004569.v1.p1.Pancreatic_Neuroendocrine_Tumors_Sample.var_report.xml									phs000871.v1.p1	Carcinoma, Neuroendocrine
