,n,male,female,unknown,date,filename,dataset_id
1265,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000541.v2.p3.simphen142.var_report.xml,pht000541.v2
1266,1567.0,3,2,1562.0,2017/10/10,./data/phs001372.v1.pht006533.v1.p1.CLL_Integrated_Single_Cell_Sample.var_report.xml,pht006533.v1
1267,39.0,0,0,39.0,2020/07/07,./data/phs002051.v1.pht010311.v1.p1.RMS_PDX_Subject.var_report.xml,pht010311.v1
1269,8572.0,4,8,8560.0,2018/04/12,./data/phs001457.v1.pht007055.v1.p1.AMP_RA_Sample_Attributes.var_report.xml,pht007055.v1
1270,2.0,0,0,2.0,2020/11/19,./data/phs002202.v1.pht010547.v1.p1.Heterochromatin_Structure_Subject.var_report.xml,pht010547.v1
1272,44.0,0,1,43.0,09/10/2014,./data/phs000798.v1.pht004026.v1.p1.Genetic_Diagnostic_Testing_Sample_Attributes.var_report.xml,pht004026.v1
1273,30.0,10,0,20.0,2021/07/19,./data/phs002229.v1.pht010555.v1.p1.GCT_PrimaryMetastasis_Sample.var_report.xml,pht010555.v1
1275,5.0,4,1,0.0,09/29/2014,./data/phs000797.v1.pht004268.v1.p1.CTLA4_Haploinsufficiency_Sample.var_report.xml,pht004268.v1
1276,2.0,0,2,0.0,2018/02/20,./data/phs001528.v1.pht007361.v1.p1.SCCOHT_Sample.var_report.xml,pht007361.v1
1278,4994.0,5,8,4981.0,2020/06/10,./data/phs002039.v1.pht010270.v1.p1.IAV_IBV_Sample.var_report.xml,pht010270.v1
1282,98.0,49,41,8.0,2020/02/13,./data/phs001564.v3.pht007989.v3.p1.Urinary_cfDNA_Subject.var_report.xml,pht007989.v3
1284,103.0,46,57,0.0,2020/04/29,./data/phs000185.v7.pht008408.v1.p1.Hutterites_FcgammaRIIA_Variant_Effects_Subject_Phenotypes.var_report.xml,pht008408.v1
1286,1529.0,716,813,0.0,2021/02/05,./data/phs002319.v1.pht010923.v1.p1.INVEST_Subject.var_report.xml,pht010923.v1
1289,426.0,93,85,248.0,2021/03/10,./data/phs001619.v3.pht008176.v3.p1.IRD_Sample.var_report.xml,pht008176.v3
1290,5142.0,6,7,5129.0,2020/06/18,./data/phs000280.v7.pht006463.v1.p1.PFX.var_report.xml,pht006463.v1
1292,14940.0,6784,8156,0.0,2020/06/18,./data/phs000280.v7.pht004027.v2.p1.ABI04.var_report.xml,pht004027.v2
1296,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000461.v2.p3.simphen062.var_report.xml,pht000461.v2
1300,6.0,3,3,0.0,05/26/2016,./data/phs001107.v1.pht005488.v1.p1.VHL_Renal_Tumors_Subject.var_report.xml,pht005488.v1
1301,1441.0,493,945,3.0,01/13/2014,./data/phs000658.v1.pht003498.v1.p1.MDD2000AFFY_Subject_Phenotypes.var_report.xml,pht003498.v1
1302,574.0,84,6,484.0,2020/02/14,./data/phs000575.v2.pht005895.v2.p1.familyhistory.var_report.xml,pht005895.v2
1304,100.0,53,47,0.0,11/28/2011,./data/phs000385.v1.pht002341.v1.p1.Epigenetic_Colorectal_Cancer_Subject_Phenotypes.var_report.xml,pht002341.v1
1309,20.0,14,6,0.0,2020/03/04,./data/phs001969.v1.pht009934.v1.p1.CGD_TCL_Subject.var_report.xml,pht009934.v1
1310,26.0,6,6,14.0,2020/06/18,./data/phs000280.v7.pht006414.v1.p1.ABI.var_report.xml,pht006414.v1
1311,23.0,15,8,0.0,2020/04/14,./data/phs001947.v1.pht010138.v1.p1.Melanoma_Hu14_18_IL2_Sample_Attributes.var_report.xml,pht010138.v1
1312,3239.0,878,797,1564.0,05/17/2016,./data/phs000796.v1.pht005384.v1.p1.OPPERA_Chronic_TMJD_Sample.var_report.xml,pht005384.v1
1313,92.0,0,92,0.0,2020/03/02,./data/phs001870.v1.pht009916.v1.p1.BC_Chinese_Subject.var_report.xml,pht009916.v1
1314,82.0,40,42,0.0,2018/11/30,./data/phs001578.v1.pht007874.v1.p1.Preterm_Infant_Microbiome_Subject.var_report.xml,pht007874.v1
1317,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000442.v2.p3.simphen043.var_report.xml,pht000442.v2
1319,3747.0,3747,0,0.0,2021/03/17,./data/phs002226.v1.pht011065.v1.p1.MACS_Subject_Phenotypes.var_report.xml,pht011065.v1
1326,822.0,684,94,44.0,2019/03/11,./data/phs000286.v6.pht008722.v1.p2.af2.var_report.xml,pht008722.v1
1327,1.0,0,1,0.0,2017/11/07,./data/phs001461.v1.pht007119.v1.p1.Pediatric_Ependymoma_Subject.var_report.xml,pht007119.v1
1329,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000466.v2.p3.simphen067.var_report.xml,pht000466.v2
1330,2746.0,1691,1055,0.0,05/16/2017,./data/phs001252.v1.pht006366.v1.p1.ECLIPSE_Subject.var_report.xml,pht006366.v1
1331,378.0,134,26,218.0,2021/09/24,./data/phs002346.v1.pht011575.v1.p1.EAGLE_Immune_Related_Sample.var_report.xml,pht011575.v1
1332,16.0,8,8,0.0,2021/03/11,./data/phs001818.v3.pht009020.v2.p1.sc_GI_Cancer_Subject.var_report.xml,pht009020.v2
1333,7.0,0,0,7.0,2017/10/24,./data/phs001352.v1.pht007066.v1.p1.Travelers_Diarrhea_Subject_Phenotypes.var_report.xml,pht007066.v1
1336,5.0,0,0,5.0,2020/02/13,./data/phs001975.v1.pht009883.v1.p1.SDV_iPSCs_Sample_Attributes.var_report.xml,pht009883.v1
1337,3129.0,842,757,1530.0,2021/08/19,./data/phs001662.v2.pht010053.v2.p1.LTRC_Sample.var_report.xml,pht010053.v2
1338,1089.0,0,1089,0.0,2020/11/04,./data/phs002062.v1.pht010639.v1.p1.BC_TDLUs_Subject_Phenotypes.var_report.xml,pht010639.v1
1339,101.0,18,20,63.0,2021/05/10,./data/phs002176.v2.pht010947.v2.p1.PD1_PDL1_SCLC_Sample.var_report.xml,pht010947.v2
1341,88.0,0,88,0.0,2018/02/08,./data/phs001531.v1.pht007442.v1.p1.Turner_Syndrome_BAV_Sample_Attributes.var_report.xml,pht007442.v1
1342,348.0,94,8,246.0,2021/06/23,./data/phs001027.v4.pht005216.v3.p1.Epigenetics_AML_Subject_Phenotypes.var_report.xml,pht005216.v3
1344,6.0,2,1,3.0,02/02/2016,./data/phs001067.v1.pht005287.v1.p1.Meningitis_Encephalitis_Sample_Attributes.var_report.xml,pht005287.v1
1345,443.0,163,280,0.0,2021/02/12,./data/phs001771.v1.pht008718.v1.p1.IGNITE_Sample_Attributes.var_report.xml,pht008718.v1
1351,537.0,527,6,4.0,05/08/2015,./data/phs000864.v1.pht004495.v1.p1.Combat_Stress_Predictors_Sample_Attributes.var_report.xml,pht004495.v1
1352,4.0,3,1,0.0,08/04/2015,./data/phs000926.v1.pht004866.v1.p1.Crohn_Disease_Childhood_Onset_Sample.var_report.xml,pht004866.v1
1354,1069.0,509,560,0.0,2021/06/10,./data/phs001359.v3.pht008688.v1.p1.TOPMed_WGS_GOLDN_Subject.var_report.xml,pht008688.v1
1356,120.0,59,0,61.0,2017/09/06,./data/phs000554.v1.pht003198.v1.p1.CRPC_Sample_Attributes.var_report.xml,pht003198.v1
1358,10.0,0,3,7.0,2020/09/29,./data/phs002225.v1.pht010485.v1.p1.HTAN_MCL_PCAPP_Breast_CA_Sample_Attributes.var_report.xml,pht010485.v1
1361,1505.0,0,539,966.0,2019/02/22,./data/phs001739.v1.pht008796.v1.p1.sPTB_Sample_Attributes.var_report.xml,pht008796.v1
1363,932.0,304,628,0.0,2021/08/10,./data/phs001467.v2.pht009729.v2.p2.TOPMed_WGS_SAPPHIRE_Subject.var_report.xml,pht009729.v2
1364,5053.0,932,892,3229.0,11/15/2013,./data/phs000238.v1.pht002008.v1.p1.NEIGHBOR_Glaucoma_Subject_Phenotypes.var_report.xml,pht002008.v1
1367,2856.0,1,5,2850.0,2021/08/20,./data/phs002508.v1.pht011502.v1.p1.HVP_scRNA_HepB_Sample_Attributes.var_report.xml,pht011502.v1
1368,81.0,72,9,0.0,2017/10/25,./data/phs000771.v2.pht003984.v2.p1.Bladder_Cancer_Chemotherapy_Response_Sample_Attributes.var_report.xml,pht003984.v2
1369,125.0,68,57,0.0,11/16/2015,./data/phs001026.v1.pht005121.v1.p1.CSER_BASIC3_Subject_Phenotypes.var_report.xml,pht005121.v1
1371,1.0,0,1,0.0,2019/10/29,./data/phs001924.v1.pht009573.v1.p1.Cholangiocarcinoma_Subject.var_report.xml,pht009573.v1
1372,9955.0,596,767,8592.0,08/14/2014,./data/phs000615.v1.pht003308.v1.p1.IschemicStroke_Sample_Attributes.var_report.xml,pht003308.v1
1373,993.0,894,99,0.0,02/18/2016,./data/phs001057.v1.pht005300.v1.p1.Smallpox_Vaccine_Immune_Response_Sample.var_report.xml,pht005300.v1
1374,1014.0,606,400,8.0,2019/02/05,./data/phs000748.v7.pht003888.v7.p4.MMRF_Pedigree.var_report.xml,pht003888.v7
1376,720.0,392,323,5.0,2021/07/30,./data/phs002444.v1.pht011384.v1.p1.Osteosarcoma_Sample.var_report.xml,pht011384.v1
1377,4384.0,807,928,2649.0,2020/10/01,./data/phs001881.v1.pht010564.v1.p1.CNV_NDD_Subject_Phenotypes.var_report.xml,pht010564.v1
1378,813.0,0,0,813.0,08/21/2014,./data/phs000772.v1.pht003997.v1.p1.GenePARE_Sample_Attributes.var_report.xml,pht003997.v1
1381,3446.0,1428,2018,0.0,03/26/2015,./data/phs000761.v1.pht004498.v1.p1.OPPERA_Subject_Phenotypes.var_report.xml,pht004498.v1
1382,7.0,7,0,0.0,2020/01/07,./data/phs001941.v1.pht009745.v1.p1.Otitis_Media_Sample_Attributes.var_report.xml,pht009745.v1
1383,798.0,0,0,798.0,2021/09/14,./data/phs002187.v1.pht011547.v1.p1.GMKF_Myeloid_Malignancies_Sample.var_report.xml,pht011547.v1
1385,764.0,406,357,1.0,06/09/2015,./data/phs000718.v1.pht003839.v1.p1.T21NDJ_Pedigree.var_report.xml,pht003839.v1
1387,5196.0,2788,791,1617.0,2018/04/05,./data/phs001196.v1.pht005699.v1.p1.Schizophrenia_Trios_Taiwanese_Pedigree.var_report.xml,pht005699.v1
1390,32.0,5,3,24.0,2021/02/11,./data/phs001711.v1.pht008530.v1.p1.GI_Carcinomas_Sample_Attributes.var_report.xml,pht008530.v1
1393,415.0,232,183,0.0,2021/05/04,./data/phs002317.v1.pht011163.v1.p1.ALL_Bone_Toxicities_Subject.var_report.xml,pht011163.v1
1394,1217.0,330,472,415.0,2021/07/02,./data/phs001782.v2.pht008801.v2.p1.LOI_Stunting_Malian_Sample_Attributes.var_report.xml,pht008801.v2
1396,6372.0,6,8,6358.0,2020/06/18,./data/phs000280.v7.pht006466.v1.p1.PSA.var_report.xml,pht006466.v1
1398,3.0,0,3,0.0,2020/10/09,./data/phs002262.v1.pht010575.v1.p1.HGSOC_Sample_Attributes.var_report.xml,pht010575.v1
1400,42.0,12,9,21.0,2017/08/24,./data/phs001433.v1.pht006813.v1.p1.HB_Wnt_Bcatenin_Sample_Attributes.var_report.xml,pht006813.v1
1407,7.0,2,4,1.0,09/01/2015,./data/phs000858.v1.pht004463.v1.p1.IVF_Blastocyst_Biopsies_Sample_Attributes.var_report.xml,pht004463.v1
1408,724.0,419,48,257.0,2020/04/15,./data/phs001894.v1.pht009525.v1.p1.CCDG_HMCA_Sample_Attributes.var_report.xml,pht009525.v1
1411,14853.0,6743,8110,0.0,2020/06/18,./data/phs000280.v7.pht004078.v2.p1.ECGX02.var_report.xml,pht004078.v2
1412,599.0,317,282,0.0,2021/03/23,./data/phs001122.v1.pht008638.v1.p1.Neonatal_Brain_Pedigree.var_report.xml,pht008638.v1
1413,35.0,0,35,0.0,2019/11/14,./data/phs001922.v1.pht009618.v1.p1.Chromosome_Errors_Oocytes_Subject_Phenotypes.var_report.xml,pht009618.v1
1414,202.0,71,131,0.0,04/05/2017,./data/phs000927.v1.pht004752.v1.p1.CSER_Carrier_Testing_Sample.var_report.xml,pht004752.v1
1416,326.0,64,51,211.0,2021/02/22,./data/phs001812.v1.pht009107.v1.p1.Pediatric_Obesity_Asthma_Sample_Attributes.var_report.xml,pht009107.v1
1418,180.0,0,112,68.0,12/18/2014,./data/phs000841.v1.pht004420.v1.p1.Endometrial_Tumors_Sample.var_report.xml,pht004420.v1
1419,73.0,40,33,0.0,08/08/2011,./data/phs000353.v1.pht002253.v1.p1.Preterm_Birth_AA_Subject_Phenotypes_112.var_report.xml,pht002253.v1
1420,752.0,201,551,0.0,2018/06/14,./data/phs001238.v2.pht006035.v1.p1.GENOA_AfricanAmerican_JacksonCAC_FamilyHistory.var_report.xml,pht006035.v1
1421,1490.0,0,1463,27.0,2018/06/21,./data/phs001470.v1.pht008169.v1.p1.CIDR_SWAN_Sample_Attributes.var_report.xml,pht008169.v1
1422,2130.0,171,136,1823.0,2019/04/10,./data/phs001048.v2.pht008898.v1.p1.FUSION_Tissue_Biopsy_Sample_Attributes.var_report.xml,pht008898.v1
1424,90.0,36,54,0.0,2017/11/30,./data/phs001341.v1.pht006246.v1.p1.PhLiPS_Subject_Phenotypes.var_report.xml,pht006246.v1
1426,3877.0,904,2163,810.0,07/25/2013,./data/phs000293.v1.pht003364.v1.p1.Familial_Intracranial_Aneurysm_Pedigree.var_report.xml,pht003364.v1
1427,1579.0,669,880,30.0,2021/08/31,./data/phs000663.v3.pht003553.v3.p3.DILIN_Sample_Attributes.var_report.xml,pht003553.v3
1428,4761.0,3903,858,0.0,2019/03/05,./data/phs001788.v1.pht008817.v1.p1.CNICS_Subject_Phenotypes.var_report.xml,pht008817.v1
1429,3638.0,5,3629,4.0,2020/11/27,./data/phs000510.v1.pht010695.v1.p1.SOF_Subject.var_report.xml,pht010695.v1
1432,109.0,71,38,0.0,2018/01/18,./data/phs001513.v1.pht007359.v1.p1.Chemo_Resistance_T_ALL_Sample_Attributes.var_report.xml,pht007359.v1
1434,62.0,0,0,62.0,2019/10/15,./data/phs001910.v1.pht009537.v1.p1.PNETs_GEO.var_report.xml,pht009537.v1
1436,2.0,0,2,0.0,2020/04/27,./data/phs002021.v1.pht010160.v1.p1.SCT_GVHD_Sample_Attributes.var_report.xml,pht010160.v1
1437,984.0,94,9,881.0,2017/11/13,./data/phs001013.v3.pht005309.v3.p2.HVH_Subject.var_report.xml,pht005309.v3
1439,38.0,2,4,32.0,2020/10/27,./data/phs001925.v1.pht010569.v1.p1.MSI_H_Cancers_Sample.var_report.xml,pht010569.v1
1443,19.0,3,16,0.0,2021/05/18,./data/phs002416.v1.pht011231.v1.p1.LMD_Subject_Phenotypes.var_report.xml,pht011231.v1
1449,5079.0,828,865,3386.0,2018/07/23,./data/phs000742.v1.pht008109.v1.p1.7_2_Activities.var_report.xml,pht008109.v1
1450,17.0,0,17,0.0,12/07/2015,./data/phs000970.v1.pht005017.v1.p1.Fetal_Methylmercury_Exposure_Sample.var_report.xml,pht005017.v1
1453,5.0,2,3,0.0,06/21/2016,./data/phs001151.v1.pht005538.v1.p1.Retina_RPE_Choroid_Subject.var_report.xml,pht005538.v1
1455,4125.0,731,557,2837.0,2020/03/12,./data/phs000673.v4.pht003663.v4.p1.CSER_Sample_Attributes.var_report.xml,pht003663.v4
1458,986.0,71,74,841.0,2019/03/11,./data/phs000286.v6.pht008732.v1.p2.asn0006_hearing.var_report.xml,pht008732.v1
1459,98.0,46,52,0.0,05/11/2016,./data/phs000823.v1.pht005048.v1.p1.Melanoma_Predisposing_Mutations_Subject_Phenotypes.var_report.xml,pht005048.v1
1461,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000440.v2.p3.simphen041.var_report.xml,pht000440.v2
1463,75.0,0,0,75.0,02/08/2017,./data/phs001187.v1.pht005677.v1.p1.CD8_T_Cell_Differentiation_Aging_Sample.var_report.xml,pht005677.v1
1464,55.0,0,0,55.0,2021/05/20,./data/phs002280.v1.pht010807.v1.p1.scRNA_PBMC_GEO.var_report.xml,pht010807.v1
1465,791.0,113,111,567.0,2020/05/07,./data/phs001997.v1.pht010216.v1.p1.GMKF_OFC_Subject.var_report.xml,pht010216.v1
1467,13.0,2,0,11.0,10/24/2016,./data/phs001214.v1.pht005876.v1.p1.Simul_seq_Sample.var_report.xml,pht005876.v1
1468,9.0,3,6,0.0,01/13/2016,./data/phs000928.v1.pht004939.v1.p1.LGG_Probiotics_Transcriptome_Subject_Phenotypes.var_report.xml,pht004939.v1
1469,323.0,169,154,0.0,2019/07/25,./data/phs001045.v1.pht009260.v1.p1.MECC_Ashkenazi_Sample.var_report.xml,pht009260.v1
1472,9.0,0,7,2.0,04/15/2014,./data/phs000719.v1.pht003807.v1.p1.PNTM_Mycos_SRA.var_report.xml,pht003807.v1
1473,2385.0,741,1643,1.0,2020/03/24,./data/phs001641.v1.pht010028.v1.p1.12MonthPost.var_report.xml,pht010028.v1
1476,475.0,236,239,0.0,2018/04/23,./data/phs001219.v1.pht007859.v1.p1.LPD_Sample.var_report.xml,pht007859.v1
1478,8.0,2,6,0.0,03/13/2015,./data/phs000873.v1.pht004559.v1.p1.Bleeding_Disorders_Sample_Attributes.var_report.xml,pht004559.v1
1479,784.0,419,365,0.0,07/26/2017,./data/phs000852.v1.pht006694.v1.p1.GEDI_SUDs_Sample.var_report.xml,pht006694.v1
1481,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000569.v2.p3.simphen170.var_report.xml,pht000569.v2
1483,5199.0,1170,1785,2244.0,2019/10/11,./data/phs001406.v1.pht007754.v1.p1.DCC_Sample_Attributes.var_report.xml,pht007754.v1
1484,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000590.v2.p3.simphen191.var_report.xml,pht000590.v2
1485,13480.0,6104,7376,0.0,2020/06/18,./data/phs000280.v7.pht004038.v3.p1.ATRFIB21.var_report.xml,pht004038.v3
1487,26.0,12,14,0.0,01/23/2017,./data/phs001246.v1.pht006086.v1.p1.Arhinia_Sample_Attributes.var_report.xml,pht006086.v1
1491,39.0,29,10,0.0,2020/04/29,./data/phs001573.v1.pht010178.v1.p1.pRCC_Subject_Phenotypes.var_report.xml,pht010178.v1
1494,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000560.v2.p3.simphen161.var_report.xml,pht000560.v2
1495,553.0,260,293,0.0,2018/02/08,./data/phs001488.v1.pht007418.v1.p1.randomized.var_report.xml,pht007418.v1
1497,365.0,321,44,0.0,2017/09/22,./data/phs001377.v1.pht006945.v1.p1.Cocaine_Nicotine_Addiction_Sample_Attributes.var_report.xml,pht006945.v1
1498,768.0,612,84,72.0,2019/03/11,./data/phs000286.v6.pht008764.v1.p2.mhxb.var_report.xml,pht008764.v1
1503,50.0,34,16,0.0,2021/08/25,./data/phs001728.v2.pht010123.v1.p1.TOPMed_WGS_CARE_BADGER_Sample.var_report.xml,pht010123.v1
1504,71.0,37,34,0.0,2021/05/24,./data/phs002323.v1.pht010879.v1.p1.Pediatric_Immunotherapy_Subject.var_report.xml,pht010879.v1
1508,7.0,1,0,6.0,2018/12/28,./data/phs001663.v1.pht008403.v1.p1.GBM_POLE_Deficiency_Sample_Attributes.var_report.xml,pht008403.v1
1509,2.0,1,1,0.0,2018/11/07,./data/phs001691.v1.pht008536.v1.p1.HTX_Sample.var_report.xml,pht008536.v1
1511,82.0,68,7,7.0,2018/10/31,./data/phs001654.v1.pht008443.v1.p1.NSAID_BE_Subject_Phenotypes.var_report.xml,pht008443.v1
1513,2917.0,998,198,1721.0,2019/10/08,./data/phs000224.v3.pht002180.v3.p2.VitGene_Vitiligo_Subject.var_report.xml,pht002180.v3
1518,395.0,359,36,0.0,2020/12/09,./data/phs002298.v1.pht010761.v1.p1.Skin_Pigmentation_AA_Sample_Attributes.var_report.xml,pht010761.v1
1521,77.0,40,37,0.0,10/16/2014,./data/phs000376.v1.pht002307.v1.p1.CIDR_PD_Exome_Pedigree.var_report.xml,pht002307.v1
1530,9.0,4,5,0.0,2020/06/18,./data/phs000280.v7.pht006470.v1.p1.RETC0.var_report.xml,pht006470.v1
1532,883.0,382,501,0.0,2019/07/29,./data/phs001855.v1.pht009249.v1.p1.STRRIDE_Subject_Phenotypes.var_report.xml,pht009249.v1
1533,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000419.v2.p3.simphen020.var_report.xml,pht000419.v2
1534,2748.0,1298,1450,0.0,2021/09/23,./data/phs001468.v3.pht009555.v1.p1.TOPMed_WGS_REDSIII_Brazil_SCD_Sample_Attributes.var_report.xml,pht009555.v1
1535,30.0,20,10,0.0,2017/09/22,./data/phs001392.v1.pht006885.v1.p1.demographics.var_report.xml,pht006885.v1
1536,20.0,6,6,8.0,05/19/2014,./data/phs000745.v1.pht003850.v1.p1.Alzheimers_Posterior_Cingulate_Astrocytes_Sample_Attributes.var_report.xml,pht003850.v1
1537,2385.0,741,1643,1.0,2020/03/24,./data/phs001641.v1.pht010027.v1.p1.3MonthPost.var_report.xml,pht010027.v1
1541,24577.0,12416,12161,0.0,2021/08/13,./data/phs001442.v3.pht008327.v3.p2.TEDDY_Cohort_Pedigree.var_report.xml,pht008327.v3
1543,1580.0,994,586,0.0,2019/03/22,./data/phs000842.v2.pht004403.v2.p1.PediGFR_Sample.var_report.xml,pht004403.v2
1544,3.0,0,3,0.0,2020/10/09,./data/phs002262.v1.pht010573.v1.p1.HGSOC_Sample.var_report.xml,pht010573.v1
1545,9.0,4,2,3.0,2019/06/13,./data/phs001840.v1.pht009147.v1.p1.PDAC_CAFs_Sample.var_report.xml,pht009147.v1
1546,32.0,5,3,24.0,2021/02/11,./data/phs001711.v1.pht008528.v1.p1.GI_Carcinomas_Sample.var_report.xml,pht008528.v1
1550,525.0,525,0,0.0,2019/10/30,./data/phs001921.v1.pht009585.v1.p1.DNA_Methylation_PC_Sample.var_report.xml,pht009585.v1
1551,41.0,18,23,0.0,2021/07/13,./data/phs002392.v1.pht011255.v1.p1.NPC_Subject_Phenotypes.var_report.xml,pht011255.v1
1553,89.0,36,53,0.0,2020/01/10,./data/phs001954.v1.pht009798.v1.p1.ICPC_LUAD_Taiwan_Subject_Phenotypes.var_report.xml,pht009798.v1
1556,2554.0,10,17,2527.0,01/13/2014,./data/phs000666.v1.pht003575.v1.p1.Elderly_Influenza_Vaccine_Sample_Attributes.var_report.xml,pht003575.v1
1557,78.0,11,18,49.0,2021/02/12,./data/phs002334.v1.pht010958.v1.p1.EGFR_Driven_LUAD_Sample.var_report.xml,pht010958.v1
1558,957.0,722,69,166.0,2019/12/16,./data/phs001932.v1.pht009655.v1.p1.MGS_European_Sample.var_report.xml,pht009655.v1
1560,919.0,919,0,0.0,2021/03/30,./data/phs001307.v1.pht011049.v1.p1.TGCT_UPenn_Sample_Attributes.var_report.xml,pht011049.v1
1562,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000431.v2.p3.simphen032.var_report.xml,pht000431.v2
1565,899.0,0,899,0.0,2021/05/04,./data/phs002387.v1.pht011177.v1.p1.GBHS_Sample.var_report.xml,pht011177.v1
1570,942.0,0,0,942.0,10/27/2014,./data/phs000812.v1.pht004298.v1.p1.Breast_Prostate_Cancer_Sample.var_report.xml,pht004298.v1
1576,6385.0,0,0,6385.0,2018/04/12,./data/phs001411.v1.pht007724.v1.p1.ACCORD_Subject.var_report.xml,pht007724.v1
1578,39.0,29,8,2.0,2020/01/21,./data/phs001282.v2.pht006099.v2.p1.Endemic_Burkitt_Lymphoma_Sample_Attributes.var_report.xml,pht006099.v2
1582,12.0,10,2,0.0,08/26/2013,./data/phs000362.v1.pht003230.v1.p1.ESP_FamilialAtrialFibrillation_Subject_Phenotypes.var_report.xml,pht003230.v1
1583,3.0,2,1,0.0,2018/10/30,./data/phs001724.v1.pht008504.v1.p1.Pain_Resilience_Subject.var_report.xml,pht008504.v1
1584,242.0,130,112,0.0,2019/11/22,./data/phs000999.v3.pht005181.v3.p1.CSER_ClinSeq_Cancer_Sample.var_report.xml,pht005181.v3
1585,7.0,0,1,6.0,10/27/2014,./data/phs000628.v1.pht003507.v1.p1.Metastatic_Cervical_Carcinoma_Sample_Attributes.var_report.xml,pht003507.v1
1586,84.0,0,0,84.0,2020/07/29,./data/phs002007.v1.pht010170.v1.p1.Innate_Tcells_Sample.var_report.xml,pht010170.v1
1587,29.0,0,0,29.0,12/16/2013,./data/phs000633.v1.pht003625.v1.p1.Lung_Microbiome_Inflammation_Subject_Phenotypes.var_report.xml,pht003625.v1
1588,87.0,50,37,0.0,2019/07/26,./data/phs001852.v1.pht009277.v1.p1.Height_Jewish_Sample.var_report.xml,pht009277.v1
1590,2860.0,2,1325,1533.0,2020/06/18,./data/phs000280.v7.pht004089.v2.p1.ETLD04.var_report.xml,pht004089.v2
1591,250.0,68,57,125.0,11/16/2015,./data/phs001026.v1.pht005122.v1.p1.CSER_BASIC3_Sample_Attributes.var_report.xml,pht005122.v1
1593,19.0,12,7,0.0,11/02/2015,./data/phs000994.v1.pht005064.v1.p1.CTCL_Sezary_Syndrome_Subject_Phenotypes.var_report.xml,pht005064.v1
1595,3.0,2,1,0.0,2021/03/17,./data/phs002364.v1.pht011042.v1.p1.HIV_cART_Sample_Attributes.var_report.xml,pht011042.v1
1596,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000575.v2.p3.simphen176.var_report.xml,pht000575.v2
1597,36.0,19,17,0.0,2021/04/07,./data/phs002377.v1.pht011113.v1.p1.Ipilimumab_Nivolumab_HCT_Subject.var_report.xml,pht011113.v1
1601,54.0,0,0,54.0,11/18/2016,./data/phs001243.v1.pht005935.v1.p1.BRCA1_Carrier_Sample.var_report.xml,pht005935.v1
1604,624.0,0,624,0.0,2020/11/27,./data/phs002060.v1.pht010590.v1.p1.CALGB_40502_Sample.var_report.xml,pht010590.v1
1605,72.0,36,36,0.0,2021/03/24,./data/phs002341.v1.pht011057.v1.p1.Dermal_Fibroblasts_Pluripotency_Subject.var_report.xml,pht011057.v1
1606,5199.0,1170,1785,2244.0,2019/10/11,./data/phs001406.v1.pht007742.v1.p1.DCC_Sample.var_report.xml,pht007742.v1
1608,35.0,0,0,35.0,07/18/2016,./data/phs001085.v1.pht005647.v1.p1.Melanesian_Individuals_Sample_Attributes.var_report.xml,pht005647.v1
1609,22.0,0,0,22.0,2020/11/13,./data/phs002019.v1.pht010173.v1.p1.SCCIS_Sample.var_report.xml,pht010173.v1
1611,271.0,127,144,0.0,09/03/2014,./data/phs000750.v1.pht003933.v1.p1.GOAL_Subject.var_report.xml,pht003933.v1
1614,7553.0,1224,2,6327.0,2020/06/18,./data/phs000280.v7.pht006439.v4.p1.HFCCFDPS16.var_report.xml,pht006439.v4
1615,9.0,0,9,0.0,2019/12/09,./data/phs001842.v1.pht009243.v1.p1.Sjogrens_Syndrome_Subject.var_report.xml,pht009243.v1
1617,10.0,0,0,10.0,01/06/2015,./data/phs000811.v1.pht004398.v1.p1.Targeted_DNA_NGS_Subject.var_report.xml,pht004398.v1
1620,62.0,22,4,36.0,2019/10/15,./data/phs001910.v1.pht009539.v1.p1.PNETs_Sample_Attributes.var_report.xml,pht009539.v1
1621,82.0,24,7,51.0,2019/09/19,./data/phs001877.v1.pht009484.v1.p1.Mycosis_Fungoides_Sample_Attributes.var_report.xml,pht009484.v1
1624,230.0,0,115,115.0,11/12/2013,./data/phs000600.v1.pht003238.v1.p1.Cervical_Cancer_Sample.var_report.xml,pht003238.v1
1625,19.0,0,19,0.0,08/25/2016,./data/phs001153.v1.pht005694.v1.p1.Endometrioid_Endometrial_Carcinoma_Subject.var_report.xml,pht005694.v1
